content,label
重组当事各方包含企业企业重组业务企业所得税征收管理若干问题公告公告201548第一条规定重组类型企业重组当事各方债务重组当事各方债务人债权人股权收购当事各方收购方转让方收购企业资产收购当事各方收购方转让方合并当事各方合并企业合并企业合并企业股东分立当事各方分立企业分立企业分立企业股东上述重组交易股权收购转让方合并合并企业股东分立分立企业股东自然人当事各方自然人相关规定进行税务处理公告201548企业重组业务企业所得税征收管理若干问题公告,企业所得税
收到税局代开发票一张金额较大已交不肯提供完税证明我司是否支付款项代扣代缴部分扣除后续是否税收问题一般来说税务机关开发票税率3%预征企业支付款项代扣代缴应纳个税预征之间差额建议贵司要求提供完税凭证确保贵司按规定履行代扣代缴义务,个人所得税
享受高新10%减免享受从事符合条件环境保护节能节水项目所得定期减免企业所得税双层优惠进一步明确企业所得税过渡期优惠政策执行口径问题通知国税函2010157规定居民企业认定高新技术企业处于国务院实施企业所得税过渡优惠政策通知200739第一条第三款规定享受企业所得税两免减半五免减半定期减免税优惠过渡期居民企业所得税适用税率选择过渡期适用税率适用减半征税期满选择适用高新技术企业15%税率不能享受15%税率减半征税高新技术企业15%税率优惠环境保护节能节水项目三免减半优惠享受,企业所得税
营改增后公共租赁住房经营管理单位出租公共租赁住房是否需要缴纳增值税财政部全面推开营业税改征增值税试点通知财税201636附件营业税改征增值税试点过渡政策规定下列项目免征增值税十六20181231日前公共租赁住房经营管理单位出租公共租赁住房公共租赁住房纳入自治区直辖市人民政府批准公共租赁住房发展规划年度计划加快发展公共租赁住房指导意见建保201087人民政府制定具体管理办法进行管理公共租赁住房财税201636财政部全面推开营业税改征增值税试点通知附件,增值税
充值电话费充值卡票据预付卡类别票据没有取得正式发票允许所得税抵扣描述情况涉及预付卡充值取得发票普票消费时候一般不再取得发票能否所得税扣除需要情况以下提供相关预付卡税务处理供参考学习需要注意直接送给员工客户代扣代缴购买预付卡预付卡用途税务处理购卡赠送客户维护客户关系企业购买预付卡交际应酬赠送给客户此种性质属于企业所得税概念业务招待费范畴购买预付卡取得发票相关赠送明细业务招待费进行税前扣除购卡促销方式赠送给客户企业购买预付卡销售形式赠送给客户达到一定销售额即可赠送一定额度预付卡购买预付卡取得发票相关赠送明细销售费用税前扣除购卡福利发放员工企业购买预付卡节日福利发放员工属于集体福利性质购买预付卡取得发票相关赠送明细职工福利费税前扣除购卡消费企业方便业务购买预付卡使用这应实际用途管理费用生产成本税前扣除此种情况购卡环节不能发票税前扣除而应实际消费环节相关单据税前扣除相关规定改增试点若干征管问题公告公告201653用途商业预付卡以下简称用途业务以下规定执行用途发卡企业售卡企业以下统称售卡方销售用途接受用途卡持卡充值取得预收资金缴纳增值税售卡方可公告第九条规定购卡人充值开具增值税普通发票不得开具增值税专用发票持卡人使用用途购买货物服务货物服务销售方现行规定缴纳增值税不得持卡人开具增值税发票,综合
货物用于赠送是否是增值税视同销售账务处理发票开普票专票所得税处理增值税暂行条例实施细则第四条单位个体工商户下列行为视同销售货物自产委托加工购进货物无偿赠送单位贵司购进货物赠送给单位增值税需要视同销售账务处理销售费用库存商品应交税费应交增值税销项税额赠送贵司只能开具普通发票除此之外开普票专票贵司协商而定收到贵司开具增值税专票之后相应进项抵扣贵司外购货物收到专票相应进项抵扣相关规定增值税暂行条例2017修订纳税人发生应税销售行为应当索取增值税专用发票购买方开具增值税专用发票增值税专用发票注明销售额销项税额属于下列情形之一不得开具增值税专用发票应税销售行为购买方消费者贵司外购货物用于赠送国税函2008828第二条规定贵司需要视同销售确认收入缴纳企业所得税相关规定企业处置资产所得税处理问题通知国税函2008828企业资产移送下列情形资产所有权发生改变属于内部处置资产按规定视同销售确定收入用于市场推广销售用于交际应酬用于职工奖励福利用于对外捐赠,增值税
群众团体必须符合条件企业所得税法实施条例512第五十二规定条例公益性社会团体符合下列条件基金会慈善组织社会团体依法登记具有法人资格发展公益事业宗旨不以营利目的资产及其增值法人收益营运结余主要用于符合法人设立目的事业终止剩余财产归属营利组织经营设立目的无关业务健全财务会计制度捐赠者形式参与社会团体财产分配国务院财政税务主管部门会同国务院民政部门登记管理部门规定条件财政部通过公益性群众团体公益性捐赠税前扣除问题通知财税2009124规定通知第一条第二条所称公益性群众团体符合以下条件群众团体符合企业所得税法实施条例第五十二项至规定条件县级各级机构编制部门直接管理机构编制接受捐赠收入捐赠收入进行支出单独进行核算申请连续接受捐赠总收入用于公益事业支出比例低于70%国务院令2007512企业所得税法实施条例第五十二,企业所得税
月份工资10月份发放10日后发放工资是否享受5000基本减除费用税率财政部税务总局2018第四季度减除费用税率适用问题通知财税201898规定纳税人10日后实际取得工资薪金所得适用5000基本减除费用税率纳税人月份工资10月份实际取得享受5000基本减除费用税率需要提醒工资薪金所得计税10月份发放第二次工资需要第一次工资所得合并计税不能扣减一次5000,个人所得税
进口合同技术出口合同各是免税是否企业所得税技术出口合同现行相关文件规定境外企业出口完全境外消费转让技术增值税适用零税率境内从事技术转让收入免征增值税符合条件技术出口一个纳税年度超过500部分免征企业所得税超过500部分减半征收企业所得税文件相关规定出口技术进口合同营改增后目前没有明文规定技术进口是否免征增值税增值税暂行条例规定应为境外企业代扣代缴增值税企业所得税方面之前技术进口享受优惠相关文件废止调整未查现行文件中有规定技术进口享受企业所得税优惠详见相关规定进口技术进口企业需为境外企业扣缴企业所得税相关规定出口增值税财税201636文件附件营业税改征增值税试点过渡政策规定下列项目免征增值税二十六纳税人提供技术转让技术开发相关技术咨询技术服务财税201636附件跨境应税行为适用增值税零税率免税政策规定境内以下境内单位销售下列服务无形资产适用增值税零税率境外单位提供完全境外消费下列服务10转让技术企业所得税企业所得税法2017修订主席令64企业下列所得免征减征企业所得税符合条件技术转让所得企业所得税法实施条例国务院令2007512第九十条企业所得税法项所称符合条件技术转让所得免征减征企业所得税一个纳税年度居民企业技术转让所得超过500万元部分免征企业所得税超过500万元部分减半征收企业所得税相关文件技术转让所得减免企业所得税问题通知国税函2009212财政部居民企业技术转让企业所得税政策问题通知财税2010111技术转让所得减免企业所得税问题公告公告201362许可使用权技术转让所得企业所得税问题公告公告201582进口增值税暂行条例第一条境内销售货物加工修理修配劳务以下简称劳务销售服务无形资产不动产进口货物单位增值税纳税人应当条例缴纳增值税企业所得税法2017修订主席令64第三条居民企业应当来源于中国境内境外所得缴纳企业所得税居民企业中国境内设立机构场所设立机构场所取得所得机构场所没有实际联系应当来源于中国境内所得缴纳企业所得税第十九条居民企业取得本法第三条第三款规定所得下列方法计算其应纳税所得额股息红利权益投资收益利息租金特许权使用费所得收入全额纳税所得额企业下列所得免征减征企业所得税本法第三条第三款规定所得企业所得税法实施条例国务院令2007512第九十一条居民企业取得企业所得税法规定所得减按10%税率征收企业所得税失效文件商务部技术进口企业所得税减免审批程序通知国税发200545公告2011文件全文废止外商投资企业外国企业所得税法主席令199145主席令63文件废止,企业所得税
劳务费税务部门开票征收1.5%综合税点剩余需要企业代扣代缴1.5%通过劳务报酬计算公式换算得来劳务费个税实务1.5%征收征收这时综合征收率已经劳务报酬部分征收完毕企业无需代扣代缴代扣代缴属于误解1.5%通过劳务报酬计算公式换算得来原因实务考虑税收征管实操性相应简化程序1.5%直接征收相关规定劳务报酬计算公式每次收入不足4000应纳税额纳税所得额适用税率每次收入额80020%每次收入4000应纳税额纳税所得额适用税率每次收入额20%20%每次收入纳税所得额超过应纳税额纳税所得额适用税率速算扣除每次收入额20%适用税率速算扣除征收率1.5%实务操作税务机关征管发布开发票专用征收率地方税务具体执行政策没有普遍适用性这种情况税务机关发布文件支持建议拨打查询执行1.5%征收率文件劳务报酬收入政策采取加成征收方式实务换算得来1.5%计算可能严格公式计算出来税金出入属于征管要求要求缴纳税金无风险换算方法属于税务内部信息无从知道具体方法建议咨询税务机关征管部门,个人所得税
员工租房取得房租发票是否税前扣除员工是否需要交纳公司员工租房取得抬头公司名称发票税前扣除公司租赁房屋免费提供员工使用属于员工取得任职受雇所得公司需要租房费用并入员工工资薪金总额代扣代缴,企业所得税
事业单位转企改制过程税收优惠政策企业所得税参考财政部企业重组业务企业所得税处理若干问题通知财税200959改制过程涉及不动产土地增值税优惠参考政部税务总局继续实施企业改制重组土地增值税政策通知财税201857第四条契税参考财政部税务总局继续支持企业事业单位改制重组契税政策通知财税201817第二条税收未查明确优惠政策,综合
注册上海青浦企业请问不征差旅费津贴误餐补助现在是否具体上限规定了解上海地区企业给予员工差旅费津贴固定发放午餐补助具体免征征个标准地区没有相关规定一般此类补助需要纳入员工工资薪金缴纳,个人所得税
名称相同无法申请全程网签纳税人名称缴款账号名称含有上海有限合伙字样确认括号全角半角完全一致申请全程网签同理存在特殊字符相同规则,增值税
国际快件业务发货人时候个体工商户我司开具增值税零税率发票国际运输要求现金支付款名义网上支付发票名称单位拒绝理由零税率发票必须通过银行往来开到支付请问客户做法有没有相关国际快件特殊政策支持开领票付现金财税201636文件附件营业税改征增值税试点过渡政策规定第一条十八规定纳税人提供直接间接国际货物运输代理服务委托方收取国际货物运输代理服务收入国际运输承运人支付国际运输费用必须通过金融机构进行结算贵司提供国际运输服务收取国际运输费用建议尽量通过金融机构结算降低税务风险问题描述发票名称单位理解支付款项收取发票单位存在一致这样的话符合三流一致原则付款方和受票方合同应该保持一致相关规定财税201636文件附件营业税改征增值税试点过渡政策规定下列项目免征增值税十八纳税人提供直接间接国际货物运输代理服务纳税人提供直接间接国际货物运输代理服务委托方收取国际货物运输代理服务收入国际运输承运人支付国际运输费用必须通过金融机构进行结算国际货物运输代理服务增值税问题公告公告201442试点纳税人提供上述国际货物运输代理服务委托人收取代理服务收入代理人支付代理费用必须通过金融机构进行结算,增值税
工资薪金实际中国境内工作期间凭据证明中国境内住所计算缴纳若干具体问题通知国税函1995125第五条规定凡属税法及其实施条例通知规定境外雇主支付工资薪金申报纳税通知第二条第四条规定视为中国境内企业机构支付负担工资薪金申报纳税如实申报上述工资薪金数额中国境内工作期间提供支付工资证明必要公证证明居住时间有效凭证前述居住时间有效凭证包括护照港澳同胞还乡台湾同胞往来大陆通行证主管税务机关认为必要提供证明凭据中国境内住所取得工资薪金所得纳税义务问题通知国税发1994148第二条第四条内容中国境内住所一个纳税年度中国境内连续累计居住超过90税收协定规定期间中国境内连续累计居住超过183纳税义务确定税法第一条第二款实施条例第七条税收协定规定中国境内住所一个纳税年度中国境内连续累计工作超过90税收协定规定期间中国境内连续累计居住超过183中国境外雇主支付由该雇主中国境内机构负担工资薪金免予申报缴纳前述应仅实际中国境内工作期间中国境内企业雇主支付中国境内机构负担工资薪金所得申报纳税中国境内企业机构属于采取核定利润方法计征企业所得税没有营业收入征收企业所得税中国境内企业机构任职受雇实际中国境内工作期间取得工资薪金是否中国境内企业机构会计账簿中有记载视为中国境内企业支付中国境内机构负担工资薪金上述每月应纳税款税法规定期限申报缴纳中国境内住所境内居住一年纳税义务确定税法第一条第一款实施条例第六条规定中国境内住所境内居住一年超过五年中国境内工作期间取得中国境内企业雇主支付中国境外企业雇主支付工资薪金申报缴纳实施条例第三条所说临时离境工作期间工资薪金所得中国境内企业雇主支付部分申报纳税中国境内企业机构属于采取核定利润方法计征企业所得税没有营业收入征收企业所得税中国境内企业机构任职受雇取得工资薪金是否中国境内企业机构会计账簿中有记载视为任职中国境内企业机构支付上述一个月既有中国境内工作期间工资薪金所得临时离境期间境内企业雇主支付工资薪金所得合并计算当月应纳税款税法规定期限申报缴纳国税函1995125中国境内住所计算缴纳若干具体问题通知第五条国税发1994148中国境内住所取得工资薪金所得纳税义务问题通知第二条第四条,个人所得税
发电企业增值税先征后退比例规定财政部核电行业税收政策问题通知财税200838规定核力发电企业增值税政策核力发电企业生产销售电力产品核电机组正式商业投产15年度统一实行增值税先征后退政策返还比例三个阶段逐级递减具体返还比例正式商业投产年度返还比例入库税款75%正式商业投产10年度返还比例入库税款70%正式商业投产1115年度返还比例入库税款55%正式商业投产起满15年度以后不再实行增值税先征后退政策核力发电企业生产销售电力产品核电机组正式商业投产15年度统一实行增值税先征后退政策返还比例三个阶段逐级递减具体返还比例正式商业投产年度返还比例入库税款75%正式商业投产10年度返还比例入库税款70%正式商业投产1115年度返还比例入库税款55%正式商业投产起满15年度以后不再实行增值税先征后退政策,增值税
房屋纯属员工宿舍使用进项税额不能抵扣租入房屋员工宿舍适用集体福利不能抵扣进项,增值税
增值税纳税人销售使用固定资产是否缴纳增值税应纳税额计算增值税暂行条例538第一条规定境内销售货物加工修理修配劳务以下简称劳务销售服务无形资产不动产进口货物单位增值税纳税人应当条例缴纳增值税增值税暂行条例实施细则财政部50号令规定应税销售额超过小规模纳税人标准小规模纳税人纳税企业单位经常发生应税行为企业选择小规模纳税人纳税财政部部分货物适用增值税税率简易办法征收增值税政策通知财税2009规定下列简易办法征收增值税优惠政策继续执行不得抵扣进项税额纳税人销售使用物品下列政策执行小规模纳税人下同销售使用固定资产减按2%征收率征收增值税增值税简易征收政策管理问题通知国税函200990第四条第二款规定小规模纳税人销售使用固定资产旧货下列公式确定销售额应纳税额销售额含税销售额3%应纳税额销售额2%,增值税
经营汇总纳税企业税务登记管理有何要求印发跨地区经营汇总纳税企业所得税征收管理办法公告公告201257规定汇总纳税企业机构分支机构依法办理税务登记接受所在地主管税务机关监督管理机构二级以下分支机构包括办法第五条规定分支机构信息报其所在地主管税务机关备案内容包括分支机构名称层级地址邮编纳税人识别企业所得税主管税务机关名称地址邮编分支机构包括办法第五条规定分支机构机构上级分支机构下属分支机构信息报其所在地主管税务机关备案内容包括机构上级机构下属分支机构名称层级地址邮编纳税人识别企业所得税主管税务机关名称地址邮编上述备案信息发生变化规定内容变化30日内报机构分支机构所在地主管税务机关备案办理变更税务登记分支机构注销税务登记15日内机构分支机构注销情况所在地主管税务机关备案办理变更税务登记办法2013日起施行公告201257印发跨地区经营汇总纳税企业所得税征收管理办法公告,企业所得税
公司有个外籍员工工程师常驻中国境内员工境外境外单位提供技术服务境外企业付款境内单位公司公司部分费用转发给员工公司是否需要员工代扣代缴描述员工境外境内境外单位提供技术服务最后境内公司支付劳务所得视作中国境内取得所得第一条规定公司代扣代缴相关规定第一条中国境内住所住所境内居住一年中国境内境外取得所得本法规定缴纳中国境内住所居住住所境内居住不满一年中国境内取得所得本法规定缴纳第一条,个人所得税
时候正式实行个税法2019日起正式实施201810日至1231期间个税法开始试行试行期间纳税人实际取得工资薪金所得减除费用统一5000执行执行税率,个人所得税
投资者收购企业股权盈余积累转赠股本股东所持股权转让确定股权转让原值投资者收购企业股权盈余积累转增股本问题公告公告201323第二条规定股东所持股权转让财产原值收购企业股权实际支付价及相关税费公告201323投资者收购企业股权盈余积累转增股本问题公告第二条,个人所得税
客户集中广州深圳方便服务客户协调货物代理报关各种关系成立深圳分公司没有收入能否申请具有生产经营只能缴纳增值税总公司统一缴纳企业所得税问题描述建议贵司深圳成立承担增值税应税行为经营部没有经营收入情况缴纳增值税经营部费用支出机构统一核算相关规定增值税暂行条例第一条境内销售货物加工修理修配劳务以下简称劳务销售服务无形资产不动产进口货物单位增值税纳税人应当条例缴纳增值税,综合
公司国土资源签署土地出让合同取得国有土地使用权缴纳出让金亿元国土资源开具收据抬头公司2017公司两名成立项目公司201710公司公司国土资源签署三方协议土地使用权转让公司请问亿元土地出让金是否计入公司土地成本用于增值税土地增值税企业所得税抵扣土地增值税财政部土地增值税若干问题通知财税字200621文件土地房地产作价入股进行投资联营投资联营企业从事房地产开发房地产开发企业建造商品房进行投资联营股权投资作价合理出资企业投资作价金额计缴土地增值税转让收入投资企业应当投资作价金额计缴土地增值税取得土地使用权支付价款扣除项目出资企业取得土地使用权开发地块发生前期成本费用应该主管税务机关进行核查确属投资企业开发必须发生相关成本费用出资企业按经税务部门核定价款开具发票投资企业入账准予扣除增值税财政部明确金融房地产开发教育辅助服务增值税政策通知财税2016140第八条房地产开发企业包括多个房地产开发企业组成联合体受让土地政府部门支付土地价款设立项目公司受让土地进行开发符合下列条件项目公司按规定扣除房地产开发企业政府部门支付土地价款房地产开发企业项目公司政府部门三方签订变更协议补充合同土地受让人变更项目公司政府部门出让土地用途规划条件不变情况签署变更协议补充合同土地价款总额不变项目公司股权受让土地房地产开发企业持有土地增值税企业所得税没有针对性答复税理分析认为财税2016140文件项目公司处理思路较为妥当避免风险地税局政策为准,综合
公司公司投资成立公司投资成立公司打算持有公司股权转让公司此种情况涉及公司需要股权转让相关涉及股权转让股东之间业务转让公司涉及实收资本明细科目变化股东涉及印花税双方所得税转让方印花税印花税税目税率产权转移书据包括财产所有权版权商标专用权专利权专有技术使用权转移书据土地使用权出让合同土地使用权转让合同商品房销售合同印花税若干具体问题解释规定91国税发155第十条规定财产所有权转移书据征税范围政府管理机关登记注册动产不动产所有权转移所立书据企业股权转让所立书据股权转让环节印花税产权转移书据品目征收印花税计税股权转让协议标注转让金额税率万分之转让双方缴纳企业所得税贯彻落实企业所得税法若干税收问题通知国税函201079股权转让所得确认计算问题企业转让股权收入转让协议生效完成股权变更手续确认收入实现转让股权收入扣除取得股权发生成本股权转让所得企业计算股权转让所得不得扣除投资企业分配利润股东留存收益该项股权可能分配金额企业所得税法实施条例第七十一条规定企业转让处置投资资产投资资产成本准予扣除投资资产以下方法确定成本通过支付现金方式取得投资资产购买价款成本通过支付现金以外方式取得投资资产以该资产公允价值支付相关税费成本,综合
发票现在开发票规定备注栏备注东西货运代理服务税率6%这种发票需要备注货物运输代理发票6%备注栏通常不需备注发票系统选择差额开票方式备注栏自动打印差额征税不需手动输入备注运输费用需要备注起运到达车号运输货物信息内容相关规定全面推开营业税改征增值税试点税收征收管理事项公告公告201623现行政策规定适用差额征税办法缴纳增值税不得全额开具增值税发票财政部税务总局另有规定纳税人自行开具税务机关代开增值税发票通过系统差额征税开票功能录入含税销售额含税评估扣除额系统自动计算税额不含税金额备注栏自动打印差额征税字样发票开具不应应税行为混开,增值税
铺面出租要求开具发票应该缴纳税金非住宅海南省复印件开票出租住房涉及税种税率增值税税率5%小微企业免征增值税营业税问题公告公告201457第一条规定增值税小规模纳税人销售额营业额超过万元万元免征增值税城市维护建设税率7%5%1%教育费附加费率3%地方教育附加费率2%房产税税率12%税率20%印花税税率0.1%海南地税涉税事项办理一次性告知资料规定代开出租不动产增值税发票需要提供以下资料代开增值税发票缴纳税款申报单申请开发票提交身份证件原件复印件经办人身份证件原件复印件房屋租赁合同税务机关认可资料原件复印件,综合
统一配送成品油方式设立独立核算加油站缴纳增值税成品油零售加油站增值税征收管理办法第四条规定采取统一配送成品油方式设立独立核算加油站同一县市机构汇总缴纳增值税同一省内县市经营是否汇总缴纳增值税省级税务机关确定跨省经营是否汇总缴纳增值税确定统一核算且经税务机关批准汇总缴纳增值税成品油销售单位县市调配成品油征收增值税成品油零售加油站增值税征收管理办法,增值税
发放不用交个单位通讯工具因公需要负担通讯费采取金额实报实销限额实报实销部分并入月工资薪金征收单位通讯工具负担通讯费采取发放现金补贴形式并入月工资薪金计征由此可见通讯费避免征收采取实报实销方式发放,个人所得税
企业合伙人退返部分合伙资金是否涉税涉税涉及税收可能涉及以下回复供参考合伙企业合伙人退返部分合伙资金不要缴纳关键入伙期间是否取得盈利合伙期间累计分红减除合伙人合伙投入资金期间投资收益需要缴纳,个人所得税
中国境内住所一个纳税年度中国境内连续累计居住超过90超过183计算纳税所得额中国境内住所取得工资薪金所得纳税义务问题通知国税发1994148第二条规定税法第一条第二款实施条例第七条税收协定规定中国境内住所一个纳税年度中国境内连续累计工作超过90税收协定规定期间中国境内连续累计居住超过183中国境外雇主支付由该雇主中国境内机构负担工资薪金免予申报缴纳前述应仅实际中国境内工作期间中国境内企业雇主支付中国境内机构负担工资薪金所得申报纳税中国境内企业机构属于采取核定利润方法计征企业所得税没有营业收入征收企业所得税中国境内企业机构任职受雇实际中国境内工作期间取得工资薪金是否中国境内企业机构会计账簿中有记载视为中国境内企业支付中国境内机构负担工资薪金上述每月应纳税款税法规定期限申报缴纳中国境内住所执行税收协定若干问题通知国税发200497第三条第一款规定国税发1994148第二条规定负有纳税义务适用下述公式应纳税额当月境内外工资薪金纳税所得额适用税率速算扣除当月境内支付工资当月境内外支付工资总额当月境内工作天数当月天数上款所述各类取得工资薪金不满一个月工资薪金国税发1994148号文第六条第二款规定换算月工资上述公式计算应纳税额国税发1994148中国境内住所取得工资薪金所得纳税义务问题通知第二条国税发200497中国境内住所执行税收协定若干问题通知第三条,个人所得税
今天收款10094收入税金真正服务10之后完成现在要求开具100发票收入确认原则能够提前确认收入可能引起年收入这种情况处理描述贵司描述这种情形实务企业确实存在这要情况处理账务会计准则规定该笔收入确认收入按贵司描述先记预收款企业所得税权责发生该笔收入确认收入所得税申报调减缴纳企业所得税增值税贵司已经开具100全额发票增值税纳税义务发生时间规定需在开票当月确认销售收入全额申报不能申报增值税申报系统没有调整模块综上分析账务处理企业所得税增值税因在确认收入时点不同规定处理这种规定存在差异正常情况企业按规定处理即可相关规定增值税暂行条例691第十九条增值税纳税义务发生时间发生应税销售行为收讫销售款项取得索取销售款项凭据当天开具发票开具发票当天,增值税
四月份来得及四月份发票全开五一以后再开17发票后果统一小规模纳税人标准若干增值税问题公告公告201818第九条规定一般纳税人增值税税率调整前未开具增值税发票增值税应税销售行为需要补开增值税发票应当适用税率补开贵司四月发生业务按原税率申报缴纳增值税开原税率发票没有问题公告201818统一小规模纳税人标准若干增值税问题公告第九条,增值税
会议费税前扣除规定提供会议相关资料会议发生餐费发票餐饮费归集会议费科目据实扣除不论是分开开具发票合并开票餐饮费属于个人消费进项税额不得抵扣会议费税前扣除企业所得税法及其实施条例规定企业实际发生生产经营活动合理会议费支出据实扣除生产经营活动无关不合理会议费支出不得扣除相关规定全面推开营业税改征增值税试点通知财税201636下列项目进项税额不得销项税额抵扣购进旅客运输服务贷款服务餐饮服务居民日常服务娱乐服务企业所得税法及其实施条例,增值税
改征增值税试点居民企业取得企业所得税法第三条第三款规定所得确认纳税所得额营业税改征增值税试点中非居民企业缴纳企业所得税问题公告公告2013规定营业税改征增值税试点居民企业取得企业所得税法第三条第三款规定所得计算缴纳企业所得税应以增值税收入全额纳税所得额公告发布之日起施行企业所得税法主席令63规定第三条居民企业应当来源于中国境内境外所得缴纳企业所得税居民企业中国境内设立机构场所设立机构场所取得所得机构场所没有实际联系应当来源于中国境内所得缴纳企业所得税公告2013营业税改征增值税试点中非居民企业缴纳企业所得税问题公告主席令200763企业所得税法,企业所得税
外籍人士扣除数为4800实施外籍扣除数会变化个税法实施5000万元起征点标准中国境内住所中国境内取得工资薪金所得纳税人中国境内住所中国境外取得工资薪金所得纳税人统一适用不再保留专门附加减除费用1300,综合
名头发票报销电话费报销内容员工当月电话费理由工作需要给予报销属于福利费14%标准税前扣除这种发票抬头是否确认合格发票取得公司抬头电话费发票计入管理费用福利费核算企业所得税法实施条例第四十条规定企业发生职工福利费支出超过工资薪金总额14%部分准予扣除抬头发票属于合格发票不能计入福利费,企业所得税
编造虚假计税需承担法律责任印发自行纳税申报办法试行通知国税发2006162规定纳税人编造虚假计税税收征管法第六十四第一款规定处理税收征收管理法主席令49第六十四第一款规定纳税人扣缴义务人编造虚假计税税务机关责令限期改正并处五万元以下罚款,个人所得税
公司拥有一套用于办公使用房产计征房产税确定房产原值房产原值计税房产是否记载会计账簿固定资产科目房屋原价计算缴纳房产税房屋原价进行核算纳税人国家会计制度规定核算记载按规定予以调整重新评估没有房产原值房产所在地税务机关参考同类房产核定财税2008152财政部房产税城镇土地使用税问题通知198690房产税暂行条例,增值税
石油公司购进库存能否销售开票发票管理办法相关规定贵司商品开具发票属于开票内容实际销售情况不符涉嫌虚开增值税发票容易面临罚款追究刑事责任风险建议贵司据实开票相关规定发票管理办法第二十条单位从事生产经营活动购买商品接受服务从事经营活动支付款项应当收款取得发票取得发票不得要求变更品名金额符合规定发票不得财务报销凭证单位有权拒收开具发票应当规定时限顺序栏目联次一次性如实开具加盖发票专用章单位不得下列开发票行为开具实际经营业务情况不符发票人为开具实际经营业务情况不符发票介绍开具实际经营业务情况不符发票违反办法第二款规定开发票税务机关没收违法所得虚开金额万元以下并处万元以下罚款虚开金额超过万元并处万元50万元以下罚款构成犯罪依法追究刑事责任,增值税
企业工会经费缴纳我司账务处理工资计提工会经费申报工会经费工资金额计算工会经费处理申报有误相关规定一般每月职工工资总额百分之二工会拨交经费成立工会组织职工工资总额0.8%缴纳工会经费成立工会组织职工工资总额2%缴纳组建工会筹备工资金额计算存在税务机关追缴风险工会经费征缴现在各地情况一致地方工资薪金2%缴纳返回地方工资薪金2%40%缴纳有的是象征性缴纳建议咨询一下贵司税务机关相关规定工会法建立工会组织企业事业单位机关每月职工工资总额百分之二工会拨交经费前款第二项规定企业事业单位拨缴经费税前列支企业事业单位正当理由拖延拒不拨工会经费基层工会上级工会人民法院申请支付拒不执行支付工会依法申请人民法院强制执行,综合
交易额一定比例供应商收取奖金一般入账供应商折扣冲减采购发票金额我司开具发票我司开具发票开具发票贵司供应商收取奖金属于销售返利商业企业货物供应方收取部分费用征收流转税问题通知国税发2004136规定商业企业供货收取商品销售量销售额挂钩一定比例金额数量计算各种返还收入平销返利行为规定冲减当期增值税进项税金商业企业供货收取各种收入一律不得开具增值税专用发票当期应冲减进项税金当期取得返还资金所购货物适用增值税税率所购货物适用增值税税率纳税人折扣折让行为开具增值税专用发票问题通知国税函20061279规定纳税人销售货物购买方开具增值税专用发票购货方在一定时期累计购买货物达到一定数量市场价格下降原因销货给予购货相应价格优惠补偿折扣折让行为销货方可现行增值税专用发票使用规定规定开具增值税专用发票根据上述文件贵司收到供应商返利应当供应商贵司开具增值税专用发票贵司进项处理供应商冲减销售收入处理会计核算贵司收到供应商返利会计分录银行存款主营业务成本应交税费应交增值税进项税额,增值税
个体工商户所得税征收查定征收定期定额征收有没有销售额限定个体户征收查账征收定额核定征收两种方式个体工商业户实行查账征收纳税年度收入总额减除成本费用损失余额纳税所得额适用百分之五超额累进税计算缴纳个体工商业户实行定期定额核定征收行业应税所得税务机关核定行业一样计算纳税所得额应纳税额公式年应纳税所得额销售收入额应税所得率年应纳税额年应纳税所得额适用税率速算扣除数月应纳税额应纳税额12税法个体工商户采用何种征收方式没有销售额限定主要税务机关核定为准个体工商户征收方式税务机关标准决定,个人所得税
存在生产用不上版面过期生产过程人员操作不当机器刮坏其实属于管理不善造成被盗丢失霉烂变质损失是否需要进项税额第十条下列项目进项税额不得销项税额抵扣用于简易计税方法计税项目免征增值税项目集体福利个人消费购进货物劳务服务无形资产不动产非正常损失购进货物相关劳务交通运输服务非正常损失产品产成品耗用购进货物包括固定资产劳务交通运输服务国务院规定项目增值税暂行条例实施细则规定条例第十条项所称非正常损失指因管理不善造成被盗丢失霉烂变质损失根据上述规定贵司存货失去使用价值版面过期发生损失属于管理不善造成非正常损失理解应该抵扣进项需要进项,增值税
企业承租甲方公司空地转租给乙方使用公司营业范围没有不动产租赁业务是否增项增项业务是否操作涉及方面税务问题描述贵司租入一项不动产转租出去贵司该项业务偶尔发生直接开具不动产租赁发票该项业务以后经常发生需要工商税务部门经营范围变更增加税目核定税率一般纳税人出租201630日前取得不动产选择适用简易计税方法5%征收率计算应纳税额一般纳税人出租2016日后取得不动产适用一般计税方法计税小规模纳税人出租不动产适用税率5%,增值税
所属机构移送货物增值税纳税地点规定企业所属机构移送货物征收增值税问题通知国税发1998137规定目前实行统一核算企业所属机构移送货物接受移送货物机构以下简称受货机构经营活动是否属于销售纳税各地执行研究明确增值税暂行条例实施细则第四条视同销售货物行为项所称用于销售指受机构发生以下情形之一经营行为购货开具发票购货收取货款受货机构货物移送行为上述两项情形之一应当所在地税务机关缴纳增值税发生上述两项情形机构统一缴纳增值税受货机构部分货物购买方开具发票收取货款应当区别不同情况计算机构所在地分支机构所在地缴纳税款,增值税
外部专家差旅费公司报销签订合同相关约定发票公司抬头,企业所得税
